is_bad,member_id,loan_status,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,desc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,revol_util_percent,policy_code,Partition
No,M1300077,Fully Paid,Oceanside college of beauty,9 years,RENT,61200,n,,921xx,CA,2.16,0,12/1/99,0,NA,113,5,1,33.3,17,FALSE,0,NA,33%,1,T
No,M0756168,Fully Paid,Stratford School,1 year,RENT,34200,n,,950xx,CA,18.77,0,8/1/87,1,NA,NA,8,0,62.6,11,FALSE,0,NA,63%,1,T
No,M0668640,Fully Paid,Chubb Group of Insurance Companies,10+ years,RENT,84996,n,"Home improvement project on rental property I have been employed by my company for over 12 years. I work for one of the industry leaders in my field, which provides excellent job security. I have been managing rental properties that I own for over 25 years. This project is to convert a commercial space into a residential apartment, which will increase both re-sale and rental values. I am currently living in a rental home because I took a job transfer a little over a year agao to GA and did not want to purchase a home until I was familiar with the area.",300xx,GA,9.25,0,3/1/85,4,NA,NA,11,0,59.4,30,FALSE,0,NA,59%,1,T
No,M0814644,Fully Paid,us bank,10+ years,RENT,54000,n,,941xx,CA,11.93,0,10/1/06,0,NA,NA,11,0,50.4,15,FALSE,0,NA,50%,1,T
No,M0817232,Fully Paid,General Dynamics C4 Systems,10+ years,MORTGAGE,99200,n,"My wife and I are trying to get out of the hole we're in with our credit cards this year, with the intention of being completely debt free in 3 years.  One of our cards decided to raise the rate 10% because of one late payment, even though that's the first late payment ever and I've been a member for over 10 years.  I'd like to get rid of that card entirely, plus combine it with some others into one loan with a considerably lower rate.",851xx,AZ,23.63,0,5/1/97,1,52,NA,15,0,28.4,23,FALSE,0,NA,28%,1,T
No,M1043738,Fully Paid,LOS ANGLELES POLICE DEPT,10+ years,MORTGAGE,90000,n,CURRENT MORTGAGE IS $2140 WITH TAX AND INSURANCE... NO CAR LOAN... NO LINE OF CREDIT.. null,906xx,CA,6.67,0,12/1/94,1,NA,NA,19,0,29.2,28,FALSE,0,NA,29%,1,T
No,M0724333,Fully Paid,JPMorgan Chase,9 years,RENT,110000,n,Looking for fixed installment loan to pay off revolving debt and close revolving debt lines. I intend to pay off within 24-36 months,900xx,CA,20.95,0,10/1/96,2,24,NA,10,0,88.2,35,FALSE,0,NA,88%,1,T
No,M0574419,Fully Paid,Navfac southwest,10+ years,MORTGAGE,120000,n,574419 added on 11/14/09 > extra funds for future needs. 574419 added on 11/14/09 > make extra payments on outstanding credit card.,921xx,CA,9.44,0,11/1/98,0,60,NA,9,0,31,35,FALSE,0,NA,31%,1,T
No,M1014231,Fully Paid,ACTION OF ENTERPRISE,10+ years,MORTGAGE,71000,n,Reduces monthly payment and lower rate.,363xx,AL,11.21,0,10/1/89,0,NA,NA,9,0,83.4,24,FALSE,0,NA,83%,1,T
No,M1092262,Fully Paid,"C-Dental X-Ray, Inc.",9 years,MORTGAGE,55000,n,i need the loan for home improvement..remodeling kitchen and bathroom. i pay off my debt on time. income available semimonthly. stable and steady job currently,333xx,FL,17.04,0,11/1/91,1,NA,NA,9,0,41.3,19,FALSE,0,NA,41%,1,T
No,M0933143,Fully Paid,Quality Carriers,2 years,MORTGAGE,96000,n,,295xx,SC,24.93,0,4/1/95,0,NA,NA,22,0,61.2,49,FALSE,0,NA,61%,1,T
No,M0696348,Fully Paid,getty images,3 years,RENT,65000,n,,981xx,WA,0.92,0,7/1/99,0,NA,NA,4,0,49.8,6,FALSE,0,NA,50%,1,T
Yes,M0999017,Charged Off,GEICO,5 years,MORTGAGE,45500,n,,142xx,NY,18.78,0,2/1/97,0,NA,NA,16,0,78.1,33,FALSE,0,NA,78%,1,T
No,M0689812,Fully Paid,NYC Department of Education,6 years,RENT,65000,n,I want to consolidate all my cards to pay only one lenderso that i will be able to purchase my dream home I would like to be able to consolidate all my debt,112xx,NY,14.64,0,9/1/96,4,73,NA,21,0,59.3,34,FALSE,0,NA,59%,1,T
No,M1274988,Fully Paid,NA,4 years,RENT,36000,n,Debt consolidation loan to pay off 15.99% APR Fifth-Third Bank Mastercard,432xx,OH,15.2,0,10/1/95,0,NA,NA,8,0,56.9,14,FALSE,0,NA,57%,1,T
No,M0847760,Fully Paid,monterey financial services,9 years,MORTGAGE,33120,n,looking to consolidate credit card debt into a lower apr loan to pay off the debt. Will pay it off in under 5 years.,925xx,CA,12.54,0,6/1/00,2,47,NA,10,0,27.9,16,FALSE,0,NA,28%,1,T
No,M0095191,Fully Paid,hf palm corp,2 years,OWN,80000,n,refinancing,333xx,FL,3.11,1,9/1/97,6,2,0,5,0,59.3,6,FALSE,NA,NA,59%,1,T
No,M1101544,Fully Paid,rac mechanical,6 years,RENT,90000,n,consolidating credit cards for higher interest rates. nullBorrower added on 09/15/11 > consolidating credit cards for higher interest rates. nullBorrower added on 09/15/11 > consolidating credit cards for higher interest rates. nullBorrower added on 09/15/11 > consolidating credit cards for higher interest rates. null,113xx,NY,8.77,0,12/1/02,1,NA,NA,6,0,27.1,8,FALSE,0,NA,27%,1,T
No,M0721243,Fully Paid,WILL-BURT,3 years,MORTGAGE,50000,n,,446xx,OH,12.5,0,5/1/98,1,NA,NA,15,0,23.2,23,FALSE,0,NA,23%,1,T
No,M0278389,Fully Paid,Cornell Graduate School,1 year,RENT,27000,n,"To whom it may concern:  I am requesting this loan to pay off some debts (at a lower apr) and to cover moving expenses when I go to graduate school.  I am a recent graduate from Rice and going onto graduate school at Cornell University.  My yearly stipend (including tuition reimbursement) is over $27k a year, for the next five to six years.  This means I should be able to pay off this loan very quickly, well within the time allowed.  Thanks for your time, Jeremy.",780xx,TX,11.96,0,10/1/94,0,0,0,5,0,61.5,8,FALSE,0,NA,62%,1,T
Yes,M0691830,Charged Off,R.G. Niederhoffer Capital Management,3 years,RENT,65000,n,,100xx,NY,9.38,0,7/1/89,1,32,NA,8,0,30.8,12,FALSE,0,NA,31%,1,T
No,M0500434,Fully Paid,NA,< 1 year,OWN,49140,n,"I need the loan to finish up a remodeling job that I started on my new home. I have covered the costs of new flooring and paint but, need a little more to wrap things up. About half of the loan will also go toward my education. I am currently taking a course with an online college for medical transcriptionist. I can really use a the money to help finish up the home and remove that stress.  I believe that I am a good canidate because, I have never been late on a payment with any of my other creditors. I take great care in maintaing and improving my credit standing.  Thank You for your time, B. Morris",993xx,WA,0.56,0,1/1/06,2,NA,NA,3,0,53.9,4,FALSE,0,NA,54%,1,T
No,M0602964,Fully Paid,State of California,4 years,RENT,55000,n,,926xx,CA,17.5,0,12/1/00,0,NA,NA,7,0,78.3,12,FALSE,0,NA,78%,1,T
Yes,M1239132,Charged Off,L.D.,4 years,MORTGAGE,54000,n,,199xx,DE,17.93,0,3/1/95,0,69,NA,7,0,62.3,10,FALSE,0,NA,62%,1,T
No,M1214349,Current,NEW YORK CITY POLICE DEPARTMENT,9 years,RENT,112000,n,,112xx,NY,13.25,0,8/1/99,1,57,NA,9,0,48,22,FALSE,0,NA,48%,1,T
No,M0147552,Fully Paid,Sumitomo Mitsui bkg,1 year,RENT,41000,n,"I have to pay amount on my taxes, I have most of the money, just need the 5,000.00",112xx,NY,10.36,1,2/1/89,7,7,0,17,0,46.8,22,FALSE,0,NA,47%,1,T
Yes,M0684889,Charged Off,Sarcom,2 years,MORTGAGE,55000,n,"I will be using this money to put in a fence in my yard for my daughter so she can play outside without any worries for my wife and I.  I have been employed at my current employer for over a year now, but I have been in the industry for over 7 years.  I am current on all of my payments and mortgage.  I am requesting this money from Lending Club as the interest is lower than the bank and I have heard great things about the site.  Please feel free to ask any questions and I appreciate you helping with this loan.",065xx,CT,5.08,0,6/1/00,0,58,NA,6,0,67.2,7,FALSE,0,NA,67%,1,T
No,M0925153,Fully Paid,Inland Kenworth Inc.,2 years,RENT,44196,n,,917xx,CA,9.2,0,6/1/97,1,39,NA,6,0,89.7,17,FALSE,0,NA,90%,1,T
No,M1218481,Fully Paid,Texas Inpatient Consultants,< 1 year,RENT,192000,n,,774xx,TX,1.82,0,8/1/00,1,NA,NA,8,0,65.8,10,FALSE,0,NA,66%,1,T
No,M1019874,Fully Paid,State of Alabama,10+ years,MORTGAGE,75000,n,,360xx,AL,13.1,0,5/1/92,0,NA,NA,8,0,70.4,20,FALSE,0,NA,70%,1,T
No,M0632964,Fully Paid,Honeywell,8 years,MORTGAGE,78000,n,,853xx,AZ,12.73,0,2/1/97,0,NA,112,10,1,15.3,42,FALSE,0,NA,15%,1,T
Yes,M0859123,Charged Off,Fedex Express,10+ years,MORTGAGE,51996,n,,484xx,MI,23.59,3,12/1/93,2,2,NA,11,0,64.6,21,FALSE,0,NA,65%,1,T
No,M0742719,Fully Paid,NY SportsMed and Physical Therapy,< 1 year,RENT,40000,n,,111xx,NY,0.45,0,3/1/98,0,NA,NA,6,0,0.5,9,FALSE,0,NA,0%,1,T
No,M1218986,Current,US Customs and Border Protection/ HomeL,6 years,MORTGAGE,100000,n,,594xx,MT,14.84,0,7/1/95,2,NA,NA,9,0,84.5,21,FALSE,0,NA,84%,1,T
No,M0415535,Fully Paid,City of Walnut Creek,4 years,RENT,70000,n,"I've been paying off an expensive move for awhile now, but it's gotten a whole lot more difficult when the credit card companies raise your rates just because they're in a rate-raising kind of mood that day... Either that, or I'm getting penalized for only making payments and not using the card.  I was tearing along at a pretty good rate until they jacked me up to 20%, so if I'm going to pay interest, I'd MUCH rather pay it to community-minded individuals who benefit directly.",945xx,CA,10.32,0,1/1/94,0,NA,NA,7,0,17.9,10,FALSE,0,NA,18%,1,T
Yes,M1199931,Charged Off,Transportation Security Administration,9 years,RENT,50000,n,"I need this loan in order to pay off my bills faster and have only one place to pay. It sol also ease the stress debt causes. I have a steady income, I have been on my job for nine years, I pay all my bills on time and I am responsible with my money. Unfortunately, things beyond my control arose and I had to place things on my credit cards. So I would greatly appreciate any assistance  that I can get. I only have two days left and it doesn't look as though I will receive full funding. Thank you to those who have already contributed. I would be willing to accept 60% funding. Something is better than nothing. So if you would help me reach the 60% mark that will be appreciated just as much as the full amount. Trust me I would not be asking if I didn't need to. Thanks.",600xx,IL,18,0,8/1/98,1,NA,NA,11,0,49.5,24,FALSE,0,NA,50%,1,T
No,M0742285,Fully Paid,Travel Centers of America,10+ years,MORTGAGE,52800,n,,791xx,TX,19.95,0,11/1/93,0,67,NA,8,0,38.5,23,FALSE,0,NA,38%,1,T
No,M0798226,Fully Paid,John F. Kennedy High School,3 years,MORTGAGE,48000,n,"I would like to pay off a credit card, make a down payment on a newer vehicle and pay down a personal line of credit I have through my credit union.",208xx,MD,20.25,0,1/1/98,6,NA,NA,16,0,52.8,30,FALSE,0,NA,53%,1,T
No,M0619866,Fully Paid,WMCR,10+ years,OWN,60000,n,,134xx,NY,10.18,0,9/1/82,1,NA,NA,21,0,11.7,63,FALSE,0,NA,12%,1,T
Yes,M1109415,Charged Off,Manpower,< 1 year,RENT,19200,n,,630xx,MO,12.75,0,8/1/99,3,NA,NA,6,0,82.7,7,FALSE,0,NA,83%,1,T
Yes,M0746571,Charged Off,NA,1 year,RENT,30000,n,This loan will be used to advance my voice over career by funding the recording equipment that will be used in my sound booth that is currently under construction. This is a smart move in the voice over industry that will allow me to record work and auditions for myself and for others instead of paying a separate recording studio. With this equipment; I will also be able to obtain more work out of state being that my resume includes self-directed audio books and commercials.,850xx,AZ,4,0,12/1/03,0,NA,NA,3,0,0,9,FALSE,0,NA,0%,1,T
No,M0794831,Fully Paid,"Richly Interactive, Inc.",1 year,MORTGAGE,120000,n,This loan will be used to buy airfare for my family (of 6) to be with extended family over the Christmas holiday. We need to buy the tickets this week before the prices go up and I don't get paid until next week.,201xx,VA,21.52,0,1/1/02,0,NA,NA,18,0,79,32,FALSE,0,NA,79%,1,T
No,M0860962,Fully Paid,Cobb County Schools,10+ years,MORTGAGE,95000,n,,301xx,GA,27.62,0,11/1/94,1,NA,NA,22,0,13.7,51,FALSE,0,NA,14%,1,T
No,M0798423,Fully Paid,Big Electronic Company,< 1 year,RENT,110000,n,"I am going to pay off a higher rate credit card with this loan.  As you can see from my credit report, I took and perfectly paid back many loans.  I have not been late on my credit card and other loan payments even once in the last 10+ years!  Being a good borrower, I prefer that my high interest payments go to good people, rather than to the banks (that charge 20% for loans but pay 0.5% on saving accounts).  I have a stable and advancing career in the growing industry with 6-digit annual salary, plus bonus.",911xx,CA,17.16,0,8/1/00,4,NA,NA,5,0,99.4,16,FALSE,0,NA,99%,1,T
No,M0676008,Fully Paid,La Barge,10+ years,RENT,21600,n,to pay off credit card debt.,549xx,WI,6.72,0,2/1/97,4,NA,NA,7,0,74.9,16,FALSE,0,NA,75%,1,T
No,M1294110,Fully Paid,Ultimo Software Solutions Inc,2 years,RENT,95000,n,Putting all the credit card debt @ one place to have proper plan for payment of all debt with one payment avoiding the minimum payment trap. This will also help us to meet our financial goals.   Borrower added on 12/08/11 > I have a pretty stable job with my company and have been high performer till now. I have plan to pay our most of credit card loans thru it. I have never defalted on any payment and have paid off whatever is required to all the banks. As Credit card payments will not be there we will just redirect that to pay this loan. This will help us to think in terms of one loan only. This will also help us to get better credit score due to lower revolving credit loans. Thanks a lot for help...,303xx,GA,11.1,0,3/1/06,1,NA,NA,9,0,88.5,19,FALSE,0,NA,88%,1,T
