member_id,loan_status,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,desc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,revol_util_percent,policy_code
M1401045,Fully Paid,Yardley Dermatology Associates,7 years,MORTGAGE,100008,n,This is a debt consolidation loan. Since November I have been consistently paying more than minimum required payments and plan to continue to do so in order to pay off this loan in 3 years. I am in a very stable job and the prospects of remaining with the company are excellent null,190xx,PA,9.64,2,4/1/1984,1,9,NA,10,0,89.9,29,FALSE,0,NA,90%,1
M1401046,Fully Paid,First National Bank,3 years,MORTGAGE,36000,n,To pay off 3 credit cards and consolidate to have one monthly bill at a reasonable interest rate.,806xx,CO,19.03,0,8/1/1997,1,NA,NA,14,0,43.6,24,FALSE,0,NA,44%,1
M1401047,Charged Off,R.G. Niederhoffer Capital Management,3 years,RENT,65000,n,NA,100xx,NY,9.38,0,7/1/1989,1,32,NA,8,0,35.8,12,FALSE,0,NA,36%,1
M1401048,Fully Paid,Nestle Waters North America,2 years,MORTGAGE,77000,n,"I want to knock off my credit card debt with high interest rates, so I can move on with life!",069xx,CT,14.01,0,9/1/2000,2,NA,NA,16,0,71.4,21,FALSE,0,NA,71%,1
M1401049,Fully Paid,Nissan,< 1 year,RENT,50000,n,NA,223xx,VA,9.48,0,8/1/2003,1,28,NA,5,0,72.7,19,FALSE,0,NA,73%,1
M1401050,Fully Paid,Meadwestvaco,10+ years,MORTGAGE,60000,n,NA,318xx,GA,14.3,0,5/1/1996,1,46,NA,14,0,57.3,43,FALSE,0,NA,57%,1
M1401051,Fully Paid,New york Life Ins Co,10+ years,MORTGAGE,31000,n,NA,088xx,NJ,16.03,0,8/1/1982,3,NA,NA,12,0,22.4,50,FALSE,0,NA,22%,1
M1401052,Fully Paid,United States Air Force,8 years,MORTGAGE,55000,n,I am active duty military E-5 (Staff Sergeant) with a steady paycheck on the 1st and 15th of every month.  I live in government housing and do not have any utility bills.  I have amazing credit with no missed or late payments ever.,010xx,MA,9.53,0,7/1/2003,0,NA,NA,11,0,14.3,36,FALSE,0,NA,14%,1
M1401053,Fully Paid,Frito- Lay Inc,6 years,MORTGAGE,63000,n,NA,028xx,RI,2.27,1,12/1/1997,3,19,NA,9,0,8.5,22,FALSE,0,NA,8%,1
M1401054,Fully Paid,modern publishing,9 years,MORTGAGE,49920,n,to pay off high rate credit cards,180xx,PA,17.67,0,7/1/1998,1,NA,86,11,1,75,30,FALSE,0,NA,75%,1
M1401055,Fully Paid,Schenectady's ARC,1 year,OWN,23040,n,Pay off credit card debt. Pay off credit card debt. Pay off credit card debt.,123xx,NY,9.22,0,3/1/2005,0,33,NA,6,0,94.1,10,FALSE,0,NA,94%,1
M1401056,Fully Paid,city of rowlett,9 years,MORTGAGE,45600,n,"Looking for a lower interest rate on a credit card.  currently have full time job that I've been at for 9+ years.  I put about 3-400 in retirement every month along with 50-100 in savings every month.  I pay my bills on time and will more than likely knock this loan out in about 12-15 months max.  My monthly income leaves me with the extra funds to pay on this card, but the interest is killing me and I don't feel like I'm getting very far on it very fast.",750xx,TX,11.5,3,1/1/1995,0,3,NA,11,0,28.8,38,FALSE,0,NA,29%,1
M1401057,Fully Paid,NA,n/a,MORTGAGE,21360,n,This loans purpose is to pay off one credit card then cancel it and to pay down my other one which became too high due to an unexpected car repair bill and necessary home repairs.,335xx,FL,10.9,1,1/1/1996,4,10,NA,5,0,79.9,20,FALSE,0,NA,80%,1
M1401058,Fully Paid,State of California Dept of Pesticide,< 1 year,MORTGAGE,37308,n,NA,956xx,CA,5.05,0,5/1/2001,0,NA,86,12,1,51.5,21,FALSE,0,NA,52%,1
M1401059,Fully Paid,Wellspring Healthcare Services,3 years,RENT,23421,n,NA,915xx,CA,13.53,1,11/1/1997,0,23,NA,3,0,100,11,FALSE,0,NA,100%,1
M1401060,Fully Paid,NA,10+ years,RENT,25000,n,"I have been paying $100-125/month for a long time on a 20% APR credit card balance.  This loan will have the same monthly payment, but at less than half the APR.  I want to get rid of this high APR balance.  Thank you.",805xx,CO,6.82,0,8/1/1990,0,NA,NA,4,0,21.2,5,FALSE,0,NA,21%,1
M1401061,Charged Off,us army,10+ years,MORTGAGE,50400,n,This is a guaranteed investment.. null Borrower added on 08/23/11 > All I can say is this loan if funded would be a great investment move..its good for me cause I would love to pay off most of my debts..and it makes my pay back much easier in one payment....I always repay my loans..please fund me.. :-) null Borrower added on 08/23/11 > Lets go investors!!! :-) I thank all my investors..,292xx,SC,20.98,0,9/1/2000,3,73,NA,10,0,94.4,20,FALSE,0,NA,94%,1
M1401062,Charged Off,PFSC,10+ years,RENT,50000,n,NA,972xx,OR,16.8,0,2/1/1999,1,NA,NA,11,0,74.3,21,FALSE,0,NA,74%,1
M1401063,Fully Paid,Loomis Sayles & Co.,4 years,RENT,53000,n,NA,021xx,MA,5.57,0,9/1/2001,0,28,NA,8,0,17.3,16,FALSE,0,NA,17%,1
M1401064,Fully Paid,Marriott International,10+ years,OWN,20245,n,to pay off credit card,365xx,AL,8.83,0,7/1/1986,1,44,NA,11,0,10.7,18,FALSE,0,NA,11%,1
M1401065,Fully Paid,Joseph Chevrolet,10+ years,MORTGAGE,34000,n,"I have been working very hard to pay down my debt for a few years now. I would like to get out from under this punitive credit card interest so I can further my education when my debt is paid off. Mortgage 41.310 @ 6.375 Credit Cards 12,571 @ average of 21%",452xx,OH,11.08,0,2/1/2001,0,NA,NA,9,0,37.4,17,FALSE,0,NA,37%,1
M1401066,Fully Paid,US Postal Service,10+ years,RENT,51000,n,"I am trying to secure funding to pay for wedding expenses. We're aiming for an early wedding date, hence the need for a loan. We'll also be working on immigration paperwork for my fiancee.",021xx,MA,8.33,0,12/1/1995,0,78,NA,8,0,73.3,14,FALSE,0,NA,73%,1
M1401067,Fully Paid,James J Peters Medical Center,8 years,RENT,94000,n,"i plan to use this loan to pay off credit card bill, i pay my bills on time have a stable job with a monthly budget of $3000, i will pay loan on time and may pay off before desired date.",114xx,NY,21.37,0,8/1/1997,3,NA,NA,24,0,80.7,45,FALSE,0,NA,81%,1
M1401068,Fully Paid,swedish covenant hospital,3 years,RENT,55000,n,"hi. i intend to use the money as a capital augmentation for investing in a home health agency for nurses,therapists and caregivers. it means that i will have a 25% ownership in the business. Home Health agencies provide nurses and caregivers to patients discharged from the hospital who need supportive and preventive care (i.e. patients who are on insulin, antibiotics thru IV, patients on rehabilitation, follow up health teaching and etc.), thus , preventing them from relapsing. More or less we target healthcare on the grassroots. We cover private and medicare. This is more or less what the business is all about. I hope i can get financing. thank you for your help and interest.",606xx,IL,22.58,0,4/1/2007,5,NA,NA,7,0,31.6,9,FALSE,0,NA,32%,1
M1401069,Fully Paid,CH2M Hill,4 years,MORTGAGE,40000,n,I got a new house about 8 months back and I have been improving it one step at a time. Right now I absolutely need to get rid of the carpet in this house (it must be from the 1970) and replace it with tile. I have priced everything out and I need about 3500.00 to get all the tile and pay for it to get installed.  I have a good credit history and have never had anything go to collections or had any problems paying any credit cards or other loans back. I would just go through wells Fargo for this but the smallest amount they will lend is 5000.00 and their APR is much higher.  I work full time and am married with 2 kids and plan to use this money to improve our home.     Thank you,800xx,CO,5.31,0,7/1/2000,1,35,NA,8,0,32.6,14,FALSE,0,NA,33%,1
M1401070,Fully Paid,NA,2 years,RENT,50000,n,"This loan will be used to invest in advertising for websites I own so that I can make a larger profit from them.  My financial situation is good. I make a sufficient income but would like to invest in my business even more.  I am a good candidate for this loan because I have a steady enough income where I can pay it back. ($4000/mo). I work in an industry that is always growing (online marketing) and the risk of things failing is very low.  I am also an excellent loan payer. I have never delayed any payment on previous loans, credit card, rent etc.  Thank you for your consideration.",606xx,IL,13.63,0,9/1/2003,0,NA,NA,11,0,80.3,14,FALSE,0,NA,80%,1
M1401071,Fully Paid,"Automotive Rentals, Inc",10+ years,RENT,49000,n,NA,080xx,NJ,23.29,0,8/1/1999,1,NA,NA,12,0,77.8,18,FALSE,0,NA,78%,1
M1401072,Fully Paid,fil-mor express,9 years,MORTGAGE,46000,n,need some replacement windows,550xx,MN,22.51,0,8/1/1993,0,NA,NA,12,0,56.5,29,FALSE,0,NA,56%,1
M1401073,Fully Paid,Corning Hospital,4 years,MORTGAGE,60000,n,"I would like to thank the various investors that are considering taking on this loan.  I have been employed as a Financial Analyst at a hospital for the past four years.  I make a decent living for myself.  However, the furnace in my house recently broke and I am now left to replace it.  To add to the issue my wife is 17 weeks pregnant with our first child.  Thus, making this loan imperative.",149xx,NY,22,0,11/1/1997,7,33,NA,20,0,64.2,46,FALSE,0,NA,64%,1
M1401074,Current,cPanel Inc,5 years,MORTGAGE,74000,n,Consolidating bills after paying for a wedding that cost $10000.,774xx,TX,9.58,0,1/1/1994,1,62,NA,8,0,87.3,17,FALSE,0,NA,87%,1
M1401075,Fully Paid,Booz Allen Hamilton,< 1 year,RENT,95000,n,These funds will be used to consolidate credit card debt. Currently employed under a stable contract. Will most likely pay off loan in 1-1.5 years. Single with minimal non-essential expenses.,200xx,DC,9.37,0,4/1/2001,0,NA,NA,3,0,100,3,FALSE,0,NA,100%,1
M1401076,Fully Paid,Nordstrom,< 1 year,MORTGAGE,30000,n,NA,606xx,IL,3.4,0,9/1/2003,2,NA,NA,7,0,13.8,8,FALSE,0,NA,14%,1
M1401077,Fully Paid,us bankcorp fund services,10+ years,MORTGAGE,33000,n,job very stable.  Work in mutual funds at US Bancorp for 14 years.  No chance of layoff.  Using funds to pay off debts and will be able to afford $155 plus a month easily once debts are paid. The bills I will be paying off will give me more than $155 extra money so there should not be any worries about me paying it on time every month.  I always pay my bills on time and that is still why I have my home even though I am by myself now after having someone live with me.  I'm responsible and don't want to lose my home.  I hope you all will see this and help me in this time of need.  Thank you for your help.,532xx,WI,14.15,0,10/1/1998,4,NA,NA,4,0,85,15,FALSE,0,NA,85%,1
M1401078,Fully Paid,SALINAS VALLEY FORD,8 years,MORTGAGE,85000,n,POOL LOAN..TOTAL COST 48500.00. WE HAVE THE BALANCE TO COMPLETE THE ADDITION. STEADY INCOME AND NEVER LATE WITH PAYMENTS. WILL MOST LIKELY PAYOFF EARLY,950xx,CA,17.63,0,2/1/1982,1,NA,106,15,1,80.4,28,FALSE,0,NA,80%,1
M1401079,Fully Paid,NA,3 years,MORTGAGE,63500,n,"I want to pay off 3 of my credit cards with high interest and do it in a reasonable amount of time, 3 years or sooner.  It would take me 10 years or more of minimum payments to accomplish this without consolidating them and paying them off in a shorter period of time.  I want to be debt free by the time my son, who is 11 goes to college, so I can help him out if he needs me to with tuition and books.  This gives me about 6 years to become completely debt free and this is my first real stabb at getting there.  My credit is good, I pay things on time since a bankruptcy I had in 1988, due to a business partnership breaking up.  This will be completely off my record in September of 2008, and I am very committed to keeping my good credit and increasing my credit score as much as possible.",853xx,AZ,8.5,0,2/1/1989,1,0,113,9,1,84,21,FALSE,0,NA,84%,1
M1401080,Charged Off,Wachovia Dealer Services,6 years,MORTGAGE,31323,n,570011 added on 11/07/09 > Need for debt,600xx,IL,14.56,0,7/1/1987,0,NA,NA,7,0,100,27,FALSE,0,NA,100%,1
M1401081,Fully Paid,SDG and E,3 years,RENT,81004,n,NA,920xx,CA,9.14,0,1/1/1990,0,32,NA,6,0,5,41,FALSE,0,NA,5%,1
M1401082,Fully Paid,eshelman transportation,2 years,RENT,35000,n,I will use this money to pay off a personal loan that I took last year at an interest rate that was much too high and get some dental work done. I am a reliable and responsible candidate for this loan because I always pay my bills on time.,196xx,PA,23.07,0,9/1/1995,0,32,NA,11,0,28.5,28,FALSE,0,NA,28%,1
M1401083,Fully Paid,Advanced Technology Services,2 years,OWN,35000,n,I am using this money to Pay off personal loan and for American express account only bill I will have is bankof America charge card.. I also want to add that I have never been late on any of my bills. I also want to add that I have never been late on any of my bills. null,296xx,SC,9.12,0,3/1/2006,1,NA,NA,6,0,44.8,18,FALSE,0,NA,45%,1
M1401084,Fully Paid,SRS Enterprisess,10+ years,RENT,60000,n,tired of paying high apr and want to pay off and close most accounts,112xx,NY,14.74,0,3/1/2000,1,NA,NA,10,0,73,17,FALSE,0,NA,73%,1
M1401085,Charged Off,US POSTAL SERVICE,10+ years,RENT,52400,n,"I've been on my job for 18yrs. My debt is because I helped my ex-husband start his business. He has yet to pay me back. I will pay off all my bills. I will have only this and my rent to pay. This will my life a lot easier. I have to pay taxes outside of what the take from my check, for the first time in my life. It's because I had to claim extra dependants this past year so that I could afford to pay my bills. I just did my taxes today. I'm gonna have to pay that off quick to avoid their interest.",190xx,PA,16.03,0,10/1/1997,0,57,103,7,1,72.4,31,FALSE,0,NA,72%,1
M1401086,Charged Off,Teleperformance USA,2 years,OWN,18000,n,539659 added on 11/24/09 > I NEED to get a more reliable car because I dont feel safe driving my 4 month old baby around in my current car. This way I don't have to borrow other peoples cars to take him back and forth to Dr. appointments,309xx,GA,13.8,0,2/1/2001,0,NA,NA,4,0,80.9,4,FALSE,0,NA,81%,1
M1401087,Fully Paid,DSH,8 years,MORTGAGE,46028.1,n,NA,178xx,PA,19.5,0,8/1/1988,2,NA,NA,12,0,49.7,42,FALSE,0,NA,50%,1
M1401088,Fully Paid,Home Care Matters,5 years,MORTGAGE,28000,n,"I plan to use these funds to pay down high interest credit cards.  Even though I don't use the cards at all, it seems like the balances never go down.  My monthly bills are around $600-$650 every month.  I've been with the same employer for 5 years, and I work in the healthcare field.  My job is very secure.  Over the last couple of years I have become very credit conscious, because I realize how much a good credit score can help me out in my lifetime.  I am the type of person that loves to sit down and pay my bills every month because it gives me a very accomplished feeling knowing that I am not living beyond my means.",448xx,OH,15.81,0,10/1/2002,0,NA,NA,9,0,49.6,18,FALSE,0,NA,50%,1
M1401089,Fully Paid,Target Distribution,7 years,OWN,21996,n,NA,290xx,SC,9.44,0,10/1/1988,0,NA,NA,13,0,13.3,16,FALSE,0,NA,13%,1
M1401090,Charged Off,university medical center,4 years,RENT,26400,n,"I needed a loan to help my brother pay out his lease for his apartment because he has cyst on brain and I know sooner or later he will have to get meds, neurologist visit, doctor bills.  This money is to help him.  He is in school.  He had to move in with me.  He has part time job and his jeep under title line and I don't want him to be convicted from his apartment with just two more months left to stay there.",705xx,LA,22.91,0,11/1/1994,0,NA,106,6,1,5,27,FALSE,0,NA,5%,1
M1401091,Fully Paid,First Financial Bank,1 year,OWN,15523,n,"I plan to use this money to pay off credit card bills that built up while I was unemployed, I had to use them in order to take care of my family. I am a good borrower because I always make my payments and I make them on time. I budget my money well I have all my bills listed out and I pay them out of each paycheck. I pay them on the day I get paid via online bill pay or other methods. I also pay extra payments when I can. I have a very stable job, now, working at a bank. I would like to get out from under the huge credit card interest and debt so I can focus on raising my family. I appreciate your time and investment to help me reach that goal!! null",795xx,TX,10.28,0,7/1/2004,1,NA,NA,11,0,29.2,25,FALSE,0,NA,29%,1
M1401092,Fully Paid,blue rhino,2 years,RENT,40000,n,NA,273xx,NC,7.53,0,9/1/2000,0,24,NA,2,0,5,14,FALSE,0,NA,5%,1
